1	364	1.290128
1	1282	1.215902
1	588	1.176612
1	1022	1.158953
1	1035	1.138193
1	2096	1.081324
1	2565	0.990148
1	2081	0.982047
1	1947	0.977784
1	2174	0.927245
2	380	1.501196
2	316	1.376373
2	1876	1.360545
2	1608	1.351493
2	329	1.337210
2	349	1.267758
2	292	1.244454
2	2763	1.211006
2	1573	1.201978
2	2393	1.194753
3	349	1.143697
3	380	0.959913
3	1	0.934419
3	112	0.875282
3	10	0.874750
3	1580	0.725665
3	3166	0.721806
3	1080	0.694801
3	1552	0.687279
3	1356	0.644921
5	1650	0.784638
5	1573	0.744000
5	2916	0.706233
5	1527	0.702392
5	2994	0.602597
5	1653	0.574641
5	480	0.573621
5	1396	0.527903
5	1748	0.525783
5	10	0.522793
6	2922	1.600121
6	2401	1.533064
6	1951	1.358039
6	2565	1.314786
6	2921	1.260267
6	3494	1.239368
6	553	1.172718
6	1378	1.100196
6	1266	1.041531
6	2135	1.035529
7	474	1.575371
7	3256	1.553406
7	1240	1.521420
7	1200	1.521368
7	1198	1.378259
7	1580	1.342087
7	1573	1.302086
7	1214	1.280553
7	1036	1.244593
7	1291	1.166469
8	148	0.885480
8	1043	0.634354
8	893	0.611741
8	424	0.561370
8	697	0.551142
8	3045	0.540893
8	201	0.494841
8	209	0.489547
8	1727	0.468859
8	287	0.449583
9	150	0.646018
9	339	0.630011
9	62	0.589702
9	1704	0.573265
9	539	0.568623
9	1271	0.547159
9	1393	0.524420
9	2501	0.520553
9	261	0.513492
9	2424	0.510485
10	594	1.073759
10	1029	1.051455
10	1282	0.965699
10	595	0.910454
10	364	0.881181
10	2078	0.877966
10	2018	0.874295
10	1032	0.777587
10	596	0.729229
10	1267	0.724214
11	344	1.005619
11	1485	0.753903
11	2335	0.747149
11	500	0.730131
11	248	0.723718
11	1517	0.707709
11	743	0.681906
11	1614	0.644270
11	2706	0.558827
11	543	0.522129
13	2161	1.212646
13	1356	1.181265
13	2193	1.145930
13	1376	1.112793
13	2628	1.026138
13	2470	1.021702
13	2021	1.010251
13	1375	0.989536
13	2140	0.974656
13	2054	0.954017
15	695	1.038278
15	1552	0.823341
15	2749	0.765377
15	2	0.734176
15	350	0.721457
15	707	0.701001
15	463	0.691691
15	2002	0.661714
15	2338	0.630519
15	786	0.603727
16	2694	2.288512
16	2881	1.782064
16	3005	1.648120
16	2188	1.488099
16	2605	1.477443
16	223	1.447918
16	2433	1.405788
16	3203	1.392925
16	2541	1.384070
16	1093	1.348049
17	2528	2.006784
17	3704	1.260304
17	2311	1.226387
17	1356	1.221623
17	2533	1.196493
17	2046	1.180571
17	1375	1.177280
17	1909	1.146930
17	3375	1.122885
17	3659	1.105173
18	1393	0.819445
18	357	0.688366
18	1678	0.651393
18	509	0.617462
18	1183	0.614164
18	62	0.611150
18	1682	0.584952
18	3105	0.528529
18	1684	0.524845
18	1672	0.501402
19	2646	0.884677
19	2650	0.764263
19	2719	0.702058
19	532	0.685307
19	2784	0.678892
19	1342	0.677631
19	1580	0.643685
19	2392	0.632576
19	2327	0.593283
19	2571	0.591824
22	1967	1.386134
22	2143	0.951845
22	2105	0.891931
22	3479	0.884629
22	2174	0.786045
22	2021	0.710143
22	2	0.705795
22	2968	0.669450
22	2115	0.667848
22	2872	0.639051
23	2418	0.522297
23	850	0.406625
23	2158	0.395285
23	1242	0.394031
23	3694	0.383483
23	3693	0.370948
23	3448	0.369197
23	1036	0.356532
23	512	0.355471
23	3704	0.355241
24	1196	1.101781
24	969	0.855914
24	1247	0.851220
24	1210	0.788496
24	1240	0.776928
24	17	0.735527
24	3114	0.734798
24	318	0.733598
24	593	0.723452
24	2762	0.719516
25	1037	1.435849
25	1779	1.387971
25	2986	1.260953
25	748	1.149832
25	2393	1.122561
25	1591	1.107659
25	173	1.094588
25	3697	1.076049
25	196	1.046073
25	172	0.980320
26	914	0.568084
26	1947	0.560281
26	2803	0.500073
26	364	0.473318
26	2096	0.451712
26	594	0.447085
26	2565	0.429241
26	588	0.423917
26	1527	0.406512
26	454	0.403159
27	2797	1.545399
27	3479	1.301597
27	1967	1.269826
27	2161	1.265177
27	2193	1.207313
27	2968	1.045537
27	2140	1.024244
27	367	0.960694
27	2054	0.841632
27	2143	0.765890
28	2791	0.663167
28	2797	0.635592
28	1259	0.599177
28	357	0.519699
28	2918	0.504751
28	1307	0.476371
28	2948	0.474157
28	2997	0.452506
28	1171	0.447826
28	1265	0.446390
29	2640	1.386881
29	1101	1.188981
29	3633	1.082088
29	2985	0.969709
29	3699	0.932943
29	1580	0.852178
29	1374	0.849518
29	2105	0.773936
29	1275	0.773509
29	2990	0.771735
30	318	2.317466
30	527	1.700915
30	1089	1.475276
30	1704	1.468132
30	1358	1.446431
30	34	0.989792
30	858	0.955279
30	36	0.953657
30	3147	0.941000
30	1221	0.889433
31	3087	0.726866
31	3491	0.604827
31	3501	0.584779
31	2134	0.566166
31	2150	0.562270
31	2746	0.550232
31	2779	0.531259
31	3552	0.520856
31	2423	0.502667
31	3244	0.502484
32	318	1.637581
32	296	1.604644
32	1089	1.424512
32	1213	1.413885
32	527	1.387114
32	457	1.124891
32	589	1.095255
32	1704	0.867648
32	2858	0.828345
32	260	0.789553
33	2779	0.464466
33	3262	0.423381
33	2071	0.401474
33	3105	0.392976
33	2326	0.382884
33	733	0.375193
33	2946	0.358313
33	2874	0.356944
33	1704	0.334500
33	112	0.329010
34	539	1.741127
34	597	1.433377
34	1777	1.400042
34	252	1.211940
34	74	1.154153
34	236	1.146090
34	1457	1.135925
34	2671	1.062181
34	46	1.035281
34	11	0.940619
35	539	1.168830
35	339	1.015705
35	597	0.964653
35	11	0.841474
35	1777	0.773975
35	440	0.717539
35	356	0.674164
35	2570	0.671849
35	357	0.659222
35	1357	0.651582
36	206	1.276998
36	1192	1.203431
36	162	0.894966
36	2922	0.841215
36	363	0.830314
36	1111	0.774931
36	246	0.767008
36	1865	0.720960
36	2921	0.717052
36	3508	0.710419
37	1393	1.333133
37	539	1.289257
37	440	1.222138
37	39	1.118302
37	11	1.107342
37	597	1.035243
37	587	0.904352
37	339	0.877274
37	1777	0.876736
37	2424	0.857128
38	595	1.069676
38	1022	0.854770
38	2018	0.848127
38	2081	0.826467
38	594	0.795582
38	1282	0.745308
38	2087	0.724261
38	1029	0.717586
38	3114	0.705661
38	596	0.700372
39	2598	2.043675
39	2502	2.016243
39	2490	1.981945
39	2688	1.936297
39	1513	1.896137
39	2581	1.689880
39	2734	1.640721
39	2013	1.635640
39	3273	1.567120
39	2491	1.485677
40	3066	2.186746
40	3154	1.608085
40	3137	1.588232
40	3143	1.409393
40	2670	1.355942
40	760	1.335394
40	3366	1.152956
40	3644	1.106970
40	1263	1.078365
40	3441	1.013849
42	2918	2.239689
42	2797	1.650237
42	3039	1.647862
42	3210	1.560999
42	2791	1.466625
42	3552	1.436001
42	2174	1.331338
42	2352	1.206714
42	1270	1.181040
42	1285	1.118114
44	1356	0.887800
44	2916	0.768820
44	2006	0.766902
44	1347	0.764488
44	780	0.746369
44	733	0.688553
44	1350	0.664839
44	1580	0.642861
44	1372	0.630731
44	1049	0.567944
45	3144	0.943115
45	691	0.781350
45	2913	0.746275
45	489	0.561249
45	2255	0.555917
45	2566	0.539965
45	1113	0.529364
45	234	0.524899
45	3219	0.509479
45	1571	0.480694
46	1326	2.299181
46	2878	2.090411
46	606	1.955246
46	1972	1.916661
46	1756	1.911509
46	2113	1.895853
46	3021	1.811962
46	1970	1.760732
46	3572	1.748514
46	1971	1.643583
48	2799	1.682583
48	2953	1.648148
48	2036	1.269283
48	1445	1.046531
48	2027	0.946192
48	3248	0.913194
48	88	0.904767
48	2798	0.897305
48	867	0.879920
48	437	0.878700
49	1552	1.404633
49	10	1.283649
49	1608	1.212388
49	1370	1.197108
49	1573	1.012342
49	733	1.007502
49	1722	0.993555
49	292	0.987198
49	736	0.954974
49	1597	0.913612
50	3753	1.449884
50	3624	1.123455
50	3744	1.109259
50	3755	1.052725
50	3578	0.985715
50	3555	0.927137
50	3623	0.858077
50	3513	0.852691
50	3534	0.840549
50	3743	0.798675
51	2997	1.029689
51	3510	0.901210
51	2762	0.854434
51	1148	0.819368
51	593	0.814019
51	3555	0.780863
51	2599	0.706993
51	364	0.704773
51	3624	0.703745
51	3717	0.697165
52	786	1.372784
52	1917	1.285214
52	95	1.194193
52	780	1.139614
52	1377	1.093153
52	292	1.056362
52	511	1.048685
52	2002	1.040582
52	2487	1.010294
52	1608	0.987631
53	287	0.827090
53	2497	0.676236
53	2410	0.592356
53	3528	0.591261
53	209	0.578944
53	847	0.535895
53	168	0.520673
53	638	0.515538
53	498	0.489926
53	1894	0.475818
54	1080	1.646738
54	1294	1.494781
54	1136	1.444543
54	1234	1.362692
54	1244	1.357306
54	3421	1.215233
54	3671	1.047245
54	1079	0.973659
54	905	0.942717
54	910	0.876839
56	1610	0.985834
56	1	0.883043
56	1265	0.881434
56	1704	0.833000
56	3418	0.800468
56	589	0.763465
56	1923	0.670722
56	377	0.651735
56	527	0.651161
56	1094	0.636277
57	3753	1.001596
57	1975	0.972876
57	3624	0.966431
57	1986	0.955651
57	3826	0.930225
57	3863	0.919071
57	3755	0.887935
57	3800	0.873204
57	3555	0.862602
57	3623	0.846472
58	1882	2.619261
58	196	2.191160
58	1373	1.952562
58	1590	1.818964
58	2549	1.780369
58	160	1.729354
58	1917	1.657084
58	379	1.573210
58	2668	1.570485
58	2448	1.476762
59	1617	0.792286
59	1252	0.780448
59	904	0.767440
59	443	0.696602
59	1086	0.693507
59	908	0.681502
59	2186	0.657947
59	1248	0.625847
59	950	0.619525
59	951	0.601425
60	1892	1.406616
60	2749	1.040647
60	350	0.977389
60	1805	0.966697
60	113	0.841322
60	1092	0.841192
60	1589	0.793841
60	2467	0.792453
60	1732	0.768849
60	695	0.725501
61	3717	2.186079
61	3510	1.637261
61	3793	1.549636
61	3785	1.516533
61	3300	1.449179
61	3646	1.444852
61	3863	1.410088
61	3798	1.295351
61	3751	1.268810
61	3484	1.255435
62	903	1.453809
62	1248	1.013922
62	3870	0.859821
62	1252	0.789569
62	1267	0.779149
62	933	0.759382
62	1247	0.728278
62	928	0.726625
62	920	0.716080
62	1226	0.705693
63	2706	1.589266
63	3005	1.542744
63	2770	1.342315
63	2188	1.337877
63	223	1.266840
63	2572	1.198033
63	2433	1.130555
63	2771	1.024894
63	2541	0.945845
63	2355	0.871646
65	2050	0.830828
65	2735	0.788002
65	2405	0.763867
65	2642	0.621938
65	3465	0.570389
65	2054	0.551528
65	2643	0.539731
65	3591	0.528229
65	3066	0.524517
65	2406	0.523558
67	1358	0.695697
67	3198	0.668486
67	17	0.634802
67	3196	0.609660
67	527	0.564432
67	3135	0.538289
67	1208	0.530326
67	3670	0.528082
67	1682	0.527220
67	593	0.522722
68	3671	0.872886
68	1394	0.836673
68	1079	0.816511
68	1	0.811465
68	2918	0.804862
68	1136	0.763593
68	2797	0.700073
68	2599	0.697599
68	1278	0.661073
68	2716	0.646602
69	219	0.971338
69	1393	0.684693
69	1656	0.638407
69	1678	0.620650
69	150	0.565136
69	62	0.488810
69	1396	0.488790
69	3496	0.466985
69	1650	0.461264
69	1621	0.456983
70	785	1.901769
70	2734	1.876947
70	2723	1.726489
70	2605	1.670979
70	2598	1.666109
70	2581	1.621900
70	2502	1.542181
70	24	1.523744
70	3219	1.517902
70	2676	1.511716
72	1265	1.412791
72	357	1.374747
72	440	1.184940
72	1777	1.169407
72	1923	1.122432
72	539	0.939831
72	34	0.912458
72	141	0.901052
72	1641	0.899471
72	2359	0.887419
73	2371	1.306558
73	2378	1.275937
73	2100	1.266558
73	2145	1.062417
73	2786	0.991373
73	2469	0.952929
73	2463	0.948955
73	2407	0.895404
73	2133	0.882466
73	2423	0.875299
74	1213	0.890622
74	593	0.878637
74	1617	0.857217
74	318	0.849780
74	1704	0.751926
74	1358	0.751532
74	50	0.649874
74	527	0.648863
74	1280	0.643178
74	3578	0.635172
75	1917	1.011690
75	196	0.951194
75	316	0.950024
75	2393	0.933686
75	3697	0.923560
75	1320	0.906697
75	329	0.881638
75	435	0.856971
75	1676	0.819112
75	748	0.793277
76	3624	1.806967
76	3555	1.770373
76	3510	1.300927
76	3785	1.245683
76	3646	1.102554
76	3354	1.078211
76	3863	1.046314
76	3484	1.041794
76	3745	0.982641
76	3408	0.975455
77	2683	2.348652
77	2688	2.316766
77	2605	2.291843
77	223	2.275867
77	1911	2.059280
77	3203	1.926734
77	2355	1.916554
77	2706	1.889804
77	2336	1.855497
77	1093	1.824580
78	440	1.105478
78	2108	0.976518
78	104	0.944958
78	1747	0.814827
78	357	0.802753
78	2359	0.792512
78	39	0.762702
78	852	0.759188
78	1485	0.747914
78	597	0.744961
79	3753	1.280898
79	3755	1.209399
79	3555	1.108924
79	3717	1.101887
79	3578	1.049831
79	3745	0.989889
79	3300	0.914693
79	3617	0.903705
79	3623	0.897480
79	3646	0.847180
80	588	1.107951
80	1907	1.089293
80	783	0.784125
80	595	0.768490
80	2394	0.747025
80	1777	0.735435
80	1566	0.710848
80	2096	0.705843
80	2087	0.677838
80	2078	0.677636
81	260	1.273835
81	858	1.081478
81	1240	1.008331
81	1200	1.004991
81	1221	0.895452
81	2571	0.892075
81	589	0.826871
81	1387	0.795593
81	1207	0.768116
81	1267	0.763471
82	1573	1.637788
82	2058	1.618054
82	474	1.539575
82	10	1.185339
82	380	1.145939
82	2916	1.137175
82	454	1.128645
82	6	1.111201
82	2571	0.968655
82	2763	0.919684
83	2174	2.772902
83	3479	2.680116
83	2	2.027902
83	3489	1.383138
83	317	1.374055
83	3438	1.266468
83	788	1.060891
83	2086	0.874540
83	1009	0.833461
83	2162	0.673174
84	1196	2.356924
84	589	2.191300
84	1198	1.841391
84	1210	1.809111
84	1036	1.739377
84	1610	1.336662
84	1387	1.318672
84	2916	1.204122
84	1206	1.167058
84	858	1.159950
85	3717	1.368187
85	3753	1.352410
85	3578	1.263109
85	3555	1.118716
85	3861	1.080251
85	3624	1.024016
85	3646	1.023163
85	3863	0.984022
85	3623	0.911823
85	3798	0.902176
86	1513	0.640544
86	1566	0.637757
86	2687	0.631784
86	2089	0.595332
86	2724	0.578436
86	588	0.576075
86	2096	0.571000
86	1917	0.498046
86	595	0.494131
86	1086	0.487688
87	474	0.927052
87	6	0.872841
87	1610	0.801299
87	457	0.773215
87	465	0.631306
87	10	0.567539
87	110	0.566467
87	2571	0.561870
87	2993	0.561129
87	3256	0.557224
88	1225	1.280640
88	1185	1.002834
88	1956	0.947914
88	1196	0.856623
88	1299	0.798112
88	1240	0.768837
88	1079	0.751956
88	1247	0.749888
88	1270	0.745764
88	260	0.743547
90	3510	0.794274
90	3555	0.750711
90	904	0.747411
90	3623	0.744590
90	1252	0.741086
90	3755	0.723079
90	3753	0.722845
90	3481	0.706079
90	1278	0.636354
90	1267	0.572444
91	3361	1.825892
91	1278	1.346777
91	1270	1.304705
91	1136	1.182718
91	1288	1.154504
91	1968	1.129148
91	1259	1.126328
91	2797	1.080509
91	2973	1.075275
91	1080	1.068700
92	10	1.375287
92	1552	1.268489
92	1370	1.204648
92	349	1.156234
92	1573	1.094193
92	494	1.004478
92	2763	0.967692
92	2353	0.944947
92	288	0.935963
92	353	0.920626
93	1882	2.078243
93	1562	1.981899
93	1831	1.445430
93	849	1.423424
93	2986	1.321433
93	3431	1.312722
93	315	1.306836
93	694	1.253460
93	71	1.246630
93	1037	1.229147
95	296	2.161733
95	50	1.659665
95	1617	1.397504
95	1704	1.355506
95	2391	1.082715
95	2028	1.040785
95	293	1.037868
95	1729	0.944444
95	2762	0.930255
95	1041	0.910522
96	150	1.394976
96	457	1.126725
96	1704	1.059048
96	1343	0.870716
96	2391	0.772064
96	293	0.771836
96	110	0.756524
96	3105	0.737579
96	6	0.687165
96	2028	0.686237
97	903	1.135830
97	2186	1.098580
97	912	1.073731
97	919	0.965359
97	920	0.950012
97	3870	0.938111
97	1267	0.875302
97	1252	0.867010
97	926	0.859766
97	3335	0.841707
99	2174	0.911226
99	1079	0.900713
99	588	0.868030
99	594	0.848794
99	3361	0.820590
99	2918	0.800312
99	2096	0.798271
99	596	0.766518
99	1270	0.751126
99	1282	0.739302
100	329	1.730600
100	1917	1.308909
100	1372	1.099323
100	2641	0.988992
100	316	0.974242
100	736	0.921109
100	1876	0.893875
100	1552	0.840096
100	1676	0.795722
100	3698	0.776278
101	153	1.223969
101	71	1.044191
101	1606	0.877143
101	315	0.823501
101	1391	0.814799
101	694	0.784517
101	1591	0.754464
101	544	0.748648
101	704	0.737274
101	2422	0.728416
102	931	1.239565
102	1284	1.226728
102	904	1.194422
102	1247	1.048176
102	2186	0.918011
102	3095	0.917803
102	923	0.901265
102	1069	0.866331
102	858	0.863754
102	912	0.863692
103	1779	1.526960
103	172	1.440084
103	2722	1.377940
103	2986	1.297989
103	2808	1.244322
103	435	1.219083
103	1882	1.166188
103	1544	1.084892
103	173	1.076819
103	2094	1.037739
104	2770	1.508211
104	2881	1.471184
104	2605	1.445138
104	2490	1.389375
104	2694	1.382466
104	2716	1.351741
104	2683	1.336855
104	2762	1.324508
104	1513	1.312456
104	2598	1.300902
105	2947	1.261667
105	1610	1.118952
105	2194	1.091161
105	2000	1.066370
105	1291	0.910421
105	110	0.823212
105	2944	0.812047
105	1222	0.802678
105	1200	0.781989
105	1036	0.734895
106	17	1.180427
106	914	1.148845
106	916	0.976100
106	2243	0.960839
106	3668	0.882939
106	1265	0.835514
106	1296	0.788136
106	2248	0.771714
106	1393	0.762400
106	3531	0.753330
107	3559	0.583539
107	1929	0.572243
107	1086	0.539713
107	2183	0.527219
107	2565	0.521651
107	914	0.514299
107	1944	0.510570
107	594	0.481066
107	1022	0.475352
107	918	0.465739
108	3753	1.163489
108	524	1.096745
108	1035	1.054369
108	3481	1.037436
108	2160	1.026652
108	1673	1.023163
108	3624	0.994092
108	2291	0.932193
108	3510	0.926254
108	1580	0.892797
109	2797	0.818940
109	2174	0.807774
109	1394	0.793812
109	1270	0.740065
109	2005	0.734876
109	1079	0.730250
109	3671	0.684690
109	2161	0.643375
109	2918	0.637137
109	1580	0.627896
110	3753	1.476744
110	3510	1.268468
110	3624	1.191917
110	3623	1.074974
110	3409	0.900917
110	3751	0.856419
110	3535	0.754466
110	3513	0.751771
110	3745	0.715762
110	3354	0.701754
111	440	0.965133
111	2108	0.933230
111	39	0.871109
111	3253	0.863962
111	1641	0.742195
111	349	0.731288
111	539	0.723818
111	2353	0.716988
111	10	0.702235
111	377	0.701523
112	1069	1.987610
112	1267	1.887883
112	913	1.842462
112	1152	1.616900
112	2096	1.428521
112	2726	1.381544
112	3334	1.338696
112	596	1.233839
112	2087	1.186451
112	1022	1.120471
113	1917	1.767573
113	3697	1.600641
113	1527	1.568289
113	1391	1.446542
113	2393	1.442796
113	1876	1.359817
113	329	1.340009
113	748	1.338070
113	1779	1.332974
113	1909	1.238621
114	2052	1.283994
114	1713	1.107209
114	616	0.988049
