userId,movieId,prediction
1,720,4.88006359774425
1,3160,4.864351588917132
1,318,4.830063622345084
1,922,4.825511540076904
1,2028,4.7870005518545815
1,858,4.7495636596132105
1,1172,4.74726281765095
1,1189,4.7224373582851795
1,911,4.688607038339111
1,904,4.673389426705862
2,3178,4.5165973771223
2,2762,4.402484681774844
2,1197,4.378683466269873
2,1204,4.337524155189745
2,1148,4.326929155228848
2,457,4.296687785371202
2,1207,4.28517037062402
2,1193,4.283626880353757
2,2692,4.2785712916693415
2,2396,4.269815676428881
3,2028,4.773109181040367
3,1250,4.690419139188472
3,1938,4.690320982016335
3,930,4.659864283847839
3,1230,4.6332295491803315
3,593,4.60630965328201
3,50,4.597157212191392
3,1193,4.593376717534649
3,318,4.566652432718642
3,1961,4.536906088403759
5,911,4.131579775413296
5,1104,4.11856540817197
5,1148,4.116568723407934
5,1207,4.104730476387419
5,1537,4.003040350142101
5,1178,4.00230929109226
5,922,3.999196798713841
5,1197,3.9858998906696628
5,750,3.9835907327189064
5,1294,3.9589748903653947
6,908,5.0
6,928,4.996491809251293
6,3435,4.995998904667093
6,2028,4.994654141152615
6,745,4.9905828357530035
6,750,4.982840980584331
6,1221,4.973368069052396
6,527,4.969043919156953
6,1198,4.964751966202481
6,50,4.939916922498779
7,720,5.0
7,858,5.0
7,1189,4.985806558894525
7,527,4.911715396268118
7,914,4.898368195807964
7,326,4.872982628317144
7,1250,4.855600793196117
7,3338,4.843233577962719
7,3671,4.812688951382675
7,1172,4.8004247228399874
8,2762,4.544936128065555
8,318,4.536550813463326
8,904,4.464009170102505
8,2125,4.451626776138811
8,916,4.446386501970088
8,2859,4.403292063603254
8,945,4.352960158807154
8,326,4.335033634408842
8,1148,4.318040442309842
8,1258,4.317039296573611
9,720,4.709160241541593
9,3147,4.593924573723171
9,3435,4.548315780822236
9,318,4.531131286171147
9,1225,4.524192197713297
9,1207,4.523130019453453
9,47,4.517576110368655
9,919,4.509861849547601
9,534,4.49841783066008
9,29,4.48347253922052
10,260,5.0
10,922,5.0
10,1193,5.0
10,1198,5.0
10,1212,5.0
10,2028,5.0
10,2329,5.0
10,2064,4.993989519450771
10,911,4.9915694883427
10,318,4.990766563626123
11,2858,4.596799963196872
11,750,4.499967164726464
11,1148,4.379817029137023
11,904,4.341079817804543
11,2019,4.333487919447879
11,527,4.3323905728446395
11,908,4.303601455541534
11,1278,4.28767522870917
11,3135,4.2359192125639336
11,911,4.234957455851887
13,1136,4.380572897322685
13,50,4.307785367778671
13,1148,4.216362202187001
13,1197,4.188133485193798
13,3196,4.186255153533709
13,720,4.184553794384756
13,1262,4.181290479521737
13,1954,4.170592849669353
13,911,4.168969184365831
13,2670,4.160311111366598
15,593,4.611519963132622
15,1148,4.592057251153965
15,912,4.589279681917082
15,2467,4.51339479846331
15,1221,4.511408430768851
15,908,4.49439329983083
15,527,4.471392328759743
15,3469,4.458663375758631
15,2501,4.456405426544885
15,923,4.419402656099907
16,1193,5.0
16,1207,4.7959414719847535
16,1148,4.691602490257986
16,318,4.655502761002412
16,2858,4.596361464651473
16,1198,4.571770933904501
16,912,4.54506095543454
16,2501,4.489067951206387
16,2324,4.48518147303561
16,593,4.468688193452522
17,720,4.946909238353384
17,3114,4.838426731255753
17,1206,4.794043036486832
17,260,4.792675723556448
17,1625,4.760423454083647
17,908,4.745029423008928
17,2019,4.736595816824669
17,1221,4.721181186341078
17,904,4.711031170217475
17,922,4.7052416036413875
18,745,5.0
18,858,4.963099739144299
18,1172,4.911392647814539
18,1949,4.8988792570863735
18,1276,4.869706442103125
18,2692,4.859300233239237
18,318,4.8586334384306475
18,1207,4.851179452984568
18,913,4.848279620978217
18,2716,4.8424319931915205
19,318,4.235966072465791
19,1193,4.03614807140383
19,899,4.023576776296068
19,50,4.010181195688341
19,750,3.9853320457463335
19,2206,3.9689782226790666
19,1206,3.950871000328389
19,923,3.931842832992862
19,306,3.9058283207435074
19,527,3.8818447822056528
22,1221,4.340723168895908
22,858,4.300995045360823
22,50,4.295596730178386
22,11,4.295399981388272
22,923,4.277040589609645
22,904,4.268320253833808
22,2357,4.260719705896716
22,527,4.252712869264878
22,608,4.251750979155264
22,306,4.245892997434368
23,50,5.0
23,2028,4.9563208727493855
23,527,4.797439575633123
23,2762,4.730036689127735
23,318,4.694126192280279
23,1299,4.652673665549757
23,1148,4.610314686327599
23,1262,4.592737499027855
23,3421,4.5905500587850305
23,1584,4.568769172973702
24,922,4.979501926278265
24,1279,4.964692230932653
24,899,4.935137812338992
24,1189,4.91032877311222
24,457,4.882211821959221
24,2858,4.856497057224086
24,1228,4.830501435679399
24,1276,4.827999141065363
24,356,4.824489168666254
24,1172,4.8047605082529055
25,1294,4.798095009936512
25,3114,4.7380395635567565
25,2019,4.735308161194531
25,593,4.714878449425843
25,1172,4.563801958479068
25,1258,4.557338358860061
25,1300,4.516170406375434
25,2324,4.510906913478109
25,1298,4.5057533355354815
25,1304,4.496051997748308
26,1197,4.674202432419846
26,922,4.360187040190536
26,720,4.25787131852494
26,2019,4.251878348072001
26,1189,4.24153766192969
26,1203,4.208501064153968
26,1136,4.181346074207874
26,1193,4.180625684505111
26,1204,4.177230755699808
26,907,4.156621151829744
27,2858,4.8451514854882625
27,922,4.598382036796481
27,2028,4.585988254158333
27,913,4.576435222634936
27,593,4.534040591080443
27,858,4.531960120934255
27,50,4.496689435394298
27,1299,4.453526839159305
27,1228,4.375876779808785
27,945,4.37456127999726
28,904,4.462866966073984
28,3634,4.453315624840745
28,745,4.430079540293998
28,1172,4.424773000357714
28,1212,4.4171289666547375
28,932,4.369010600839166
28,750,4.352701765673625
28,1704,4.337803723180305
28,1250,4.332954617627739
28,1148,4.328385450343703
29,527,4.644816661354525
29,720,4.62148752093459
29,1247,4.5815514526678465
29,3435,4.5473875973414914
29,1198,4.5178231354461875
29,3415,4.467231948498899
29,1193,4.465897833787005
29,2019,4.447166625911309
29,1203,4.4346114608556
29,296,4.434282687383673
30,1221,4.4695602013301245
30,1584,4.428939296425747
30,1148,4.359674714021103
30,1218,4.344682554007472
30,29,4.30256365383487
30,3307,4.2964124301021895
30,3022,4.229813160801069
30,1262,4.228665635605292
30,922,4.214669499275876
30,969,4.202431583025448
31,911,4.576917208140472
31,750,4.529438013513335
31,1148,4.412188165008088
31,2804,4.402538424308732
31,3359,4.398431959147762
31,1197,4.396913261622361
31,1284,4.360342017648738
31,527,4.345008924597576
31,1283,4.32858507247821
31,1189,4.327317566826131
32,1148,4.9193780950879455
32,2804,4.674575201760034
32,720,4.599894077696948
32,3000,4.549260336159129
32,930,4.542983508763465
32,318,4.536332583453718
32,1704,4.524083454507848
32,916,4.515440036876484
32,3114,4.51287993793352
32,858,4.509668514047995
33,1197,4.397821369197171
33,110,4.3404458829611325
33,922,4.295377267038692
33,3481,4.254895702955867
33,3897,4.24000953881809
33,745,4.23141703972706
33,1225,4.2251213485119266
33,2019,4.21846339677326
33,919,4.214338214662939
33,1260,4.213877765964486
34,1207,4.920453543681759
34,1084,4.859112354989499
34,1223,4.789833685915967
34,2762,4.776502807960026
34,50,4.750292775344499
34,720,4.731839187049223
34,750,4.727490879843239
34,29,4.715784566006988
34,745,4.702851025849013
34,1949,4.702223628196215
35,720,4.553874852891519
35,3897,4.447478861422658
35,1262,4.23271028556485
35,2935,4.194698449526681
35,904,4.173734911444535
35,969,4.164327773925282
35,1148,4.16364873423331
35,1172,4.1576455545446995
35,1204,4.1499576063009584
35,911,4.139761163117316
36,50,5.0
36,858,5.0
36,2762,5.0
36,1411,4.958964424042465
36,457,4.948257566267767
36,1250,4.94725753098449
36,1193,4.939809091819172
36,2858,4.935654496803309
36,590,4.932794842979921
36,1221,4.916209260740612
37,2194,4.906039384289036
37,1178,4.793768519832938
37,1035,4.786042046397667
37,2858,4.746801107752473
37,2028,4.743850239318444
37,2396,4.7315030620164835
37,457,4.722355950778737
37,34,4.715663664030637
37,50,4.695180401644147
37,3435,4.69393728959537
38,750,4.8412498664390675
38,1148,4.796220162276392
38,1189,4.782416809688354
38,1207,4.776937132237761
38,922,4.740893930063526
38,899,4.738187725017303
38,1358,4.722180860475743
38,50,4.693184448034196
38,1278,4.668260008980293
38,1678,4.651861239759493
39,720,4.507402579872492
39,1212,4.358976276610005
39,1136,4.354232863494579
39,1198,4.333187696113955
39,913,4.234293873948753
39,2729,4.196903833426092
39,3114,4.175373713423479
39,1207,4.171947747273901
39,1172,4.150847992257104
39,296,4.1451960544425885
40,913,4.706064297659011
40,3746,4.6782131168873855
40,922,4.641843012885606
40,858,4.636497552298748
40,3468,4.6227175164704954
40,3897,4.6195213733047815
40,911,4.609983965441162
40,2859,4.597386772043223
40,318,4.574682681233395
40,720,4.561078753176861
42,1207,4.58755070686017
42,50,4.513807887878837
42,2762,4.497868794683075
42,922,4.442693737152852
42,1148,4.4404323297996875
42,916,4.438495080782217
42,1250,4.432114260437775
42,111,4.408352938954629
42,2859,4.390991642216607
42,1193,4.378029348118805
44,2762,4.497590350395794
44,750,4.378317932884045
44,904,4.346974799836786
44,922,4.320189134335508
44,2761,4.269609897769617
44,50,4.242241399097135
44,2858,4.229697541653827
44,3746,4.203680511564567
44,1952,4.142495097483526
44,1900,4.139983591479458
45,720,3.800923321467903
45,2762,3.7298215445868728
45,1250,3.7256006552549454
45,1207,3.7248481062165184
45,913,3.7020704930345927
45,1203,3.7015400621422176
45,50,3.69943809232263
45,2670,3.6822077502824118
45,858,3.68138695466667
45,904,3.677189887092204
46,1,5.0
46,5,5.0
46,7,5.0
46,8,5.0
46,10,5.0
46,11,5.0
46,14,5.0
46,17,5.0
46,21,5.0
46,23,5.0
48,318,4.07750811813518
48,3634,4.069279192336501
48,899,4.059705125077094
48,3469,4.051903107466993
48,1136,4.041149253624471
48,1213,3.9996026159725746
48,1704,3.9986663203607264
48,923,3.9642265175485427
48,58,3.921470472995236
48,1949,3.8656653852701224
49,1213,4.751170651754041
49,1283,4.735735017401012
49,1172,4.717820441829748
49,2019,4.636385296760845
49,1276,4.581580330474727
49,50,4.560889303382862
49,745,4.490548322262347
49,296,4.463969688538815
49,1084,4.456870107706678
49,922,4.453351656333251
50,318,4.546540432245879
50,1193,4.277585391396637
50,1207,4.275558127752601
50,1212,4.219804612281666
50,3746,4.158979569969329
50,1206,4.127543549783373
50,1252,4.099540529362896
50,2028,4.07137173020292
50,919,4.065924177534371
50,260,4.0653985269960495
51,1207,5.0
51,2762,4.979705432033965
51,50,4.921873069834638
51,919,4.9083652144902805
51,1278,4.895753392896607
51,223,4.879684638872663
51,3435,4.867557309427574
51,2804,4.863082056584034
51,527,4.8564144609591615
51,1242,4.85456332318645
52,50,4.836651581349537
52,1304,4.812092554432609
52,720,4.799687005299417
52,913,4.701375335992056
52,2019,4.688215888317798
52,2686,4.660715190945115
52,904,4.659200434483608
52,457,4.658640881148614
52,593,4.652869068014529
52,920,4.629166771907399
53,1204,5.0
53,1150,4.95526778031271
53,3634,4.934045100509726
53,912,4.915542922673993
53,593,4.895533730904857
53,527,4.892403760626537
53,318,4.881141348569599
53,3334,4.8640515318483
53,3469,4.850264446890648
53,904,4.849121997345816
54,919,4.8808163656059005
54,1,4.8151029014809605
54,318,4.775530843330852
54,1207,4.753299684190626
54,3114,4.747389128655491
54,260,4.743914278675329
54,3634,4.743285384971603
54,3408,4.70208869342347
54,1111,4.699201482794091
54,1212,4.695576762226423
56,908,5.0
56,1204,5.0
56,2571,5.0
56,1284,4.976924591383842
56,1104,4.975439223279269
56,1073,4.89558623114058
56,3578,4.8863177851055255
56,920,4.87554900681698
56,1225,4.874838815653975
56,1207,4.8651471624261955
57,1193,3.6731229213171765
57,2762,3.588133900244247
57,908,3.5669346916247044
57,2997,3.550231367618581
57,720,3.54928504458055
57,1278,3.508693644347563
57,1678,3.4846518649235363
57,969,3.472603858451754
57,913,3.4472081499929423
57,2355,3.4275061019397093
58,922,4.682124967380846
58,1299,4.486096398594686
58,260,4.408937326664491
58,1189,4.388519496795293
58,1617,4.382219439053436
58,50,4.381784242226448
58,318,4.380907332679361
58,1207,4.372236788322652
58,911,4.348298875150027
58,1148,4.343266631825514
59,527,4.217047108377554
59,1945,4.198517344514565
59,318,4.145827562448162
59,750,4.145537072540529
59,969,4.092850398303806
59,904,4.091459442103801
59,2762,4.067786372358817
59,1250,4.05751614885312
59,912,4.043983679522818
59,919,4.03940233883255
60,1288,4.751041892169587
60,1198,4.618612963882253
60,1084,4.552075466699159
60,1939,4.521600726599976
60,2019,4.493971867783998
60,1178,4.4697185222431575
60,1193,4.467410780094749
60,920,4.466686084691151
60,745,4.423285056996945
60,1230,4.397042625791644
61,912,4.420710006656492
61,904,4.36223527596649
61,527,4.313776979551194
61,1193,4.302373446598334
61,1198,4.279471085468833
61,922,4.257830994810617
61,720,4.247105175300656
61,1291,4.223926253633579
61,969,4.218164532574746
61,899,4.21321588113307
62,1198,4.937987012555764
62,2019,4.80319414358589
62,3435,4.783843505243374
62,50,4.758861694628627
62,150,4.72516188755035
62,745,4.709702021552528
62,1254,4.705461212668341
62,2028,4.674139450737123
62,2396,4.640547336689693
62,2333,4.61223111720045
63,1358,4.3840076630031275
63,318,4.365211778938712
63,2571,4.355323290716254
63,1178,4.293000791932562
63,924,4.287800531982546
63,3435,4.274349993542109
63,1198,4.270903883321678
63,1207,4.257677149809512
63,1193,4.246604313198343
63,541,4.234313423791839
65,1172,5.0
65,1178,5.0
65,2762,5.0
65,260,4.98530996705968
65,2859,4.975784931283747
65,296,4.971728843670162
65,1197,4.9711812039114225
65,3091,4.969287408005149
65,1258,4.969279928182946
65,745,4.930459341374651
67,47,5.0
67,50,5.0
67,527,5.0
67,720,5.0
67,750,5.0
